date,species,mean_value,max_value,latitude,longitude
2026-06-08,mugwort_pollen,0.01,0.1,55.9533,-3.1883
2026-06-08,olive_pollen,0.0,0.0,55.9533,-3.1883
2026-06-08,ragweed_pollen,0.0,0.0,55.9533,-3.1883
2026-06-09,alder_pollen,0.0,0.0,55.9533,-3.1883
2026-06-09,birch_pollen,0.0,0.0,55.9533,-3.1883
2026-06-09,grass_pollen,2.93,8.4,55.9533,-3.1883
2026-06-09,mugwort_pollen,0.02,0.1,55.9533,-3.1883
2026-06-09,olive_pollen,0.0,0.0,55.9533,-3.1883
2026-06-09,ragweed_pollen,0.0,0.0,55.9533,-3.1883
2026-06-10,alder_pollen,0.0,0.0,55.9533,-3.1883
2026-06-10,birch_pollen,0.0,0.0,55.9533,-3.1883
2026-06-10,grass_pollen,3.55,8.8,55.9533,-3.1883
2026-06-10,mugwort_pollen,0.1,0.2,55.9533,-3.1883
2026-06-10,olive_pollen,0.0,0.0,55.9533,-3.1883
2026-06-10,ragweed_pollen,0.0,0.0,55.9533,-3.1883
2026-06-11,alder_pollen,0.0,0.0,55.9533,-3.1883
2026-06-11,birch_pollen,0.0,0.0,55.9533,-3.1883
2026-06-11,grass_pollen,0.62,5.6,55.9533,-3.1883
2026-06-11,mugwort_pollen,0.06,0.1,55.9533,-3.1883
2026-06-11,olive_pollen,0.0,0.0,55.9533,-3.1883
2026-06-11,ragweed_pollen,0.0,0.0,55.9533,-3.1883
2026-06-12,alder_pollen,0.0,0.0,55.9533,-3.1883
2026-06-12,birch_pollen,0.0,0.0,55.9533,-3.1883
2026-06-12,grass_pollen,3.26,7.7,55.9533,-3.1883
2026-06-12,mugwort_pollen,0.12,0.2,55.9533,-3.1883
2026-06-12,olive_pollen,0.0,0.0,55.9533,-3.1883
2026-06-12,ragweed_pollen,0.0,0.0,55.9533,-3.1883
